Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
f43383c6-f81c-422a-82d5-560035bb53b9,,,CRY,,,,,,"Assessment of the character of the newborn's cry (e.g. normal, hoarse, or weak) as an indicator of neurological or respiratory status.",,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;70955acb-eb66-4b14-ad20-dad1c0aefccb;a8ad3a26-1350-11df-a1f1-0026b9348838,
663bb967-0263-4020-a1ba-b177e2efa437,,,PREMATURE,,,,,,A finding indicating that the newborn's gestational size or maturity is less than expected for a term infant.,,,Misc,N/A,,
c8ab72d2-47f3-47ea-a568-0a061d4dba0e,,,SKIN COLD,,,,,,"Assessment of coldness of the newborn's skin at specific body sites, a sign of hypothermia or poor perfusion.",,,Question,Coded,0808af8e-d086-482e-a321-822f04be1c91;6d37fcfc-ac09-4bcb-bbc2-22223e42849b;776aec59-2055-4291-8db4-a1711084816e,
7a37f288-03af-429a-9429-08da9f9887e3,,,JAUNDICE,,,,,,Assessment and grading of yellow discoloration of the newborn's skin and sclera due to elevated bilirubin.,,,Question,Coded,a8a45ab4-1350-11df-a1f1-0026b9348838;a89d2852-1350-11df-a1f1-0026b9348838;a8a1909a-1350-11df-a1f1-0026b9348838,
b98db640-f74b-4d39-81c5-f82754245bc3,,,CENTRAL CYANOSIS,,,,,,"Bluish discoloration of the central body (lips, tongue, trunk) indicating inadequate oxygenation of the blood.",,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
8f54731e-89ee-4bd3-a139-8822de3c3d83,,,CHEST INDRAWING,,,,,,"Inward movement of the chest wall during inspiration, graded by severity, indicating respiratory distress.",,,Question,Coded,a899e0ac-1350-11df-a1f1-0026b9348838;a89efccc-1350-11df-a1f1-0026b9348838;a89eff1a-1350-11df-a1f1-0026b9348838;550f83e4-4824-4b96-b96a-7f600d90a070,
ca180dbd-42e7-423d-b7e7-686a0d91c80b,,,GRUNTING,,,,,,"An expiratory sound made by the newborn as a compensatory mechanism to maintain lung volume, indicating respiratory distress.",,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
91bbbc6f-52a6-4514-b66d-5a82c727dc22,,,NASAL FLARING,,,,,,"Widening of the nostrils during breathing, a sign of increased respiratory effort in the newborn.",,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
f6385b7b-325e-4bfb-a84d-b063daa6f91c,,,WEAK,,,,,,A finding describing a diminished or feeble quality of a pulse or other clinical sign.,,,Misc,N/A,,
07a7f158-e01e-47b7-89c4-fece6559540b,,,BOUNDING,,,,,,A finding describing an abnormally strong or forceful pulse.,,,Misc,N/A,,
a7fb4d9d-277a-449c-8bab-6f7156f29026,,,CAPILLARY REFILL TIME,,,,,,"The time taken for color to return to skin after pressure is applied, used to assess peripheral circulation.",,,Question,Coded,95c355f8-e2e6-4475-86a5-ee5d67fa72d2;12cb62a5-59d7-487a-b119-89f6fcbb82ea,
95c355f8-e2e6-4475-86a5-ee5d67fa72d2,,,LESS THAN 3 SECONDS,,,,,,"A capillary refill time of less than 3 seconds, considered within the normal range.",,,Misc,N/A,,
12cb62a5-59d7-487a-b119-89f6fcbb82ea,,,MORE THAN 3 SECONDS,,,,,,"A capillary refill time of more than 3 seconds, indicating delayed peripheral perfusion.",,,Misc,N/A,,
bc67c275-cd37-4690-9fea-7fa56264f350,,,CAPUT SUCCEDANEUM,,,,,,"Diffuse edematous swelling of the fetal scalp that crosses suture lines, caused by pressure during delivery.",,,Misc,N/A,,
3b0de54b-ff8b-4a0e-9499-9c844ca8452a,,,BILATERAL CHOANAL ATRESIA,,,,,,"A congenital condition in which both nasal passages are blocked, obstructing airflow through the nose.",,,Misc,N/A,,
c2f3fe20-e209-4522-8eea-c9a6a7a19eb0,,,DYSMORPHIC,,,,,,"Assessment for physical features atypical of normal development, suggestive of a congenital syndrome.",,,Question,Coded,4df64d4d-b01c-4abc-9573-876e539d8330;8505ecd1-c51d-4188-b9a0-1c91eafde2aa;CC043F22-5503-4496-B820-232B51D2351A,
4df64d4d-b01c-4abc-9573-876e539d8330,,,FLATTENED NASAL BRIDGE,,,,,,A dysmorphic facial feature in which the bridge of the nose appears flattened.,,,Misc,N/A,,
8505ecd1-c51d-4188-b9a0-1c91eafde2aa,,,EPICANTHIC FOLDS,,,,,,A dysmorphic facial feature consisting of a skin fold of the upper eyelid covering the inner corner of the eye.,,,Misc,N/A,,
918546ce-51e1-4fbc-a7d2-ccb1c39dd94b,,,"GENITALS, ANUS",,,,,,Examination findings related to abnormalities of the external genitalia or anus.,,,Question,Coded,3fa2a7ec-5eeb-47b7-8d8c-0e6e526ddf81;FFFD78F0-5727-436F-A80F-7621C7B0AEBE;a8ad3576-1350-11df-a1f1-0026b9348838;4092BC44-BAB5-473E-B124-4C9DB43FA5A7;AC4AF56F-4EDD-4AFB-85BF-8BC15B60D085;b2f54ff4-3456-4065-939f-2f48fe668c1c,
b2f54ff4-3456-4065-939f-2f48fe668c1c,,,IMPERFORATED ANUS,,,,,,"A congenital defect in which the anal opening is absent or blocked, preventing normal passage of stool.",,,Misc,N/A,,
97d8715e-67aa-40ee-b65c-0f619c5a400f,,,ABSENT RADII,,,,,,A congenital limb abnormality in which one or both radius bones of the forearm are missing.,,,Misc,N/A,,
ce784d7f-8ba9-463e-a86b-8a4099104dc4,,,MIDLINE NAEVUS LIPOMA,,,,,,"A midline skin lesion combining a birthmark (naevus) and a fatty lump (lipoma), often associated with underlying spinal defects.",,,Misc,N/A,,
4c1d2515-e063-40b6-a23c-6add9e4873ae,,,DEEP SACRAL PIT,,,,,,"A deep dimple or indentation over the sacral region, which may indicate an underlying spinal abnormality.",,,Misc,N/A,,
76008966-c3fd-4cd1-a649-7073e7b83aef,,,TOTAL PARENTERAL NUTRITION,,,,,,"Intravenous delivery of complete nutritional support, used when a newborn cannot be fed enterally.",,,Misc,N/A,,
1e7ecb94-1265-4c67-a1c5-ee0e17bd444b,,,EVERY 2 HOURS,,,,,,A feeding schedule in which the newborn is fed at 2-hour intervals.,,,Misc,N/A,,
955176e6-c854-419c-b683-68298ce7fa81,,,EVERY 3 HOURS,,,,,,A feeding schedule in which the newborn is fed at 3-hour intervals.,,,Misc,N/A,,
6f33ebb1-7ce9-4b7b-9d61-8359e6737799,,,POTASSIUM CHLORIDE 40 MMOL/SODIUM CHLORIDE 0.9% INFUSION SOLUTION,,,,,,"An intravenous infusion combining potassium chloride 40 mmol with 0.9% sodium chloride, used for electrolyte replacement.",,,Drug,N/A,,
37b8b8f1-6664-44f3-bb25-4da8623b63b5,,,"INCUBATOR, KEEP WARM",,,,,,Indicates whether the newborn was placed in an incubator or otherwise kept warm to maintain thermoregulation.,,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
