Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
531c0c00-d7cc-411a-a916-7ae491085ade,,,FINDINGS (BREAST - ULTRASOUND) - ULTRASOUNDFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Findings (Breast - Ultrasound). Context: Patient Screening > Breast.,,,Question,Coded,e799649c-6508-4660-9d9d-4df3449df20e;935ed682-1f42-405b-9f88-e0c47dcd519e;8cc5d428-0bfd-41f0-a7fb-a239aadadb0d;2ab46b88-b87a-4321-839f-b1351410335d;deec6439-884f-4921-b9d3-cfa77666d6e6;fbfd99cf-2be1-403d-b8c3-15b686d5cc78;89683205-f2c6-45e7-824d-9db0a29ca6c8,
e799649c-6508-4660-9d9d-4df3449df20e,,,BIRADS 0(INCOMPLETE NEED ADDITIONAL IMAGING EVALUATION),,,,,,Cancer screening and early diagnosis form concept: BIRADS 0(Incomplete Need additional imaging evaluation). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
935ed682-1f42-405b-9f88-e0c47dcd519e,,,BIRADS 1(NEGATIVE),,,,,,Cancer screening and early diagnosis form concept: BIRADS 1(Negative). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
8cc5d428-0bfd-41f0-a7fb-a239aadadb0d,,,BIRADS 2(BENIGN),,,,,,Cancer screening and early diagnosis form concept: BIRADS 2(Benign). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
2ab46b88-b87a-4321-839f-b1351410335d,,,BIRADS 3(PROBABLY BENIGN),,,,,,Cancer screening and early diagnosis form concept: BIRADS 3(Probably Benign). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
deec6439-884f-4921-b9d3-cfa77666d6e6,,,BIRADS 4(SUSPICIOUS),,,,,,Cancer screening and early diagnosis form concept: BIRADS 4(Suspicious). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
fbfd99cf-2be1-403d-b8c3-15b686d5cc78,,,BIRADS 5(HIGHLY SUGGESTIVE OF MALIGNANCY),,,,,,Cancer screening and early diagnosis form concept: BIRADS 5(Highly Suggestive of Malignancy). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
89683205-f2c6-45e7-824d-9db0a29ca6c8,,,BIRADS 6(KNOWN BIOPSY-PROVEN MALIGNANCY),,,,,,Cancer screening and early diagnosis form concept: BIRADS 6(Known Biopsy-Proven Malignancy). Context: Patient Screening > Breast > Findings (Breast - Ultrasound) | Patient Screening > Breast > Findings (Mammogram).,,,Finding,N/A,,
512012f1-0bd3-4f2c-9c9b-eb2284bc8a7d,,,FINDINGS (BREAST - ULTRASOUND) - ULTRASOUNDFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Findings (Breast - Ultrasound). Context: Patient Screening > Breast.,,,Question,Coded,e799649c-6508-4660-9d9d-4df3449df20e;935ed682-1f42-405b-9f88-e0c47dcd519e;8cc5d428-0bfd-41f0-a7fb-a239aadadb0d;2ab46b88-b87a-4321-839f-b1351410335d;deec6439-884f-4921-b9d3-cfa77666d6e6;fbfd99cf-2be1-403d-b8c3-15b686d5cc78;89683205-f2c6-45e7-824d-9db0a29ca6c8,
f77f4d07-ba03-4406-a162-abfd28d9f4a3,,,RECALL FOR ADDITIONAL IMAGING,,,,,,Cancer screening and early diagnosis form concept: Recall for additional imaging. Context: Patient Screening > Breast > Treatment/Action.,,,Finding,N/A,,
1b872d1d-5034-4aa6-91ac-edd4c2b87e2a,,,ROUTINE MAMMOGRAPHY SCREENING,,,,,,Cancer screening and early diagnosis form concept: Routine mammography screening. Context: Patient Screening > Breast > Treatment/Action.,,,Finding,N/A,,
7edc49e4-4027-44a4-9fc8-7a3a1bde5d79,,,NEGATIVE-COUNSEL ON NEGATIVE RESULTS AND REVIEW (PROVIDE REVIEW DATE),,,,,,Cancer screening and early diagnosis form concept: Negative-Counsel on negative results and review (provide review date). Context: Patient Screening > Breast > Treatment/Action.,,,Finding,N/A,,
c67ba945-f77b-4f42-9ed9-6561b3ee4a0d,,,REASON NOT DONE - REASONNOTDONE,,,,,,Cancer screening and early diagnosis form concept: Reason not done. Context: Patient Screening > Breast.,,,Question,Text,,
b611503e-b785-4649-a7d2-ad6e544e251b,,,REASON NOT DONE - REASONNOTDONEM,,,,,,Cancer screening and early diagnosis form concept: Reason not done. Context: Patient Screening > Breast.,,,Question,Text,,
9f7d2771-058d-468c-857a-20bb64285df8,,,REFERRED FOR FURTHER MANAGEMENT,,,,,,Cancer screening and early diagnosis form concept: Referred for further management. Context: Patient Screening > Breast > Treatment/Action | Patient Screening > Colorectal > Treatment/Action.,,,Finding,N/A,,
70023b1a-4d58-4044-92cb-2bc497c6333f,,,FINDINGS (MAMMOGRAM) - MAMMOGRAMFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Findings (Mammogram). Context: Patient Screening > Breast.,,,Question,Coded,e799649c-6508-4660-9d9d-4df3449df20e;935ed682-1f42-405b-9f88-e0c47dcd519e;8cc5d428-0bfd-41f0-a7fb-a239aadadb0d;2ab46b88-b87a-4321-839f-b1351410335d;deec6439-884f-4921-b9d3-cfa77666d6e6;fbfd99cf-2be1-403d-b8c3-15b686d5cc78;89683205-f2c6-45e7-824d-9db0a29ca6c8,
75880760-c1fe-441b-a1ad-0f3508a848b3,,,FINDINGS (MAMMOGRAM) - MAMMOGRAMFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Findings (Mammogram). Context: Patient Screening > Breast.,,,Question,Coded,e799649c-6508-4660-9d9d-4df3449df20e;935ed682-1f42-405b-9f88-e0c47dcd519e;8cc5d428-0bfd-41f0-a7fb-a239aadadb0d;2ab46b88-b87a-4321-839f-b1351410335d;deec6439-884f-4921-b9d3-cfa77666d6e6;fbfd99cf-2be1-403d-b8c3-15b686d5cc78;89683205-f2c6-45e7-824d-9db0a29ca6c8,
8c73babb-949c-4d89-9e72-ce527b9e4a1d,,,ROUTINE ULTRA SOUND SCREENING,,,,,,Cancer screening and early diagnosis form concept: Routine Ultra Sound screening. Context: Patient Screening > Breast > Treatment/Action.,,,Finding,N/A,,
d18e7749-8815-4952-80f6-746d4de4aba1,,,COLORECTAL - COLERECTALACNCERTYPE,,,,,,Cancer screening and early diagnosis form concept: Colorectal. Context: Patient Screening > Colorectal.,,,Question,Coded,a18fc51e-4e91-4239-b6c0-3f5ba8c8fafd,
a18fc51e-4e91-4239-b6c0-3f5ba8c8fafd,,,FECAL OCCULT BLOOD TEST,,,,,,Cancer screening and early diagnosis form concept: Fecal Occult Blood Test. Context: Patient Screening > Colorectal > Colorectal.,,,Finding,N/A,,
f7f2bd63-a7fc-4e66-9d95-07066f484f00,,,COLORECTAL - COLERECTALACNCERTYPEM,,,,,,Cancer screening and early diagnosis form concept: Colorectal. Context: Patient Screening > Colorectal.,,,Question,Coded,a18fc51e-4e91-4239-b6c0-3f5ba8c8fafd,
02bfbb8b-ddf5-4916-a974-8d5da0c9dc52,,,FINDINGS (COLORECTAL) - FOBTFINDS,,,,,,Cancer screening and early diagnosis form concept: Findings (Colorectal). Context: Patient Screening > Colorectal.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
ccb2a75e-9822-4dc5-9504-a55fcfa341b8,,,FINDINGS (COLORECTAL) - FOBTFINDSM,,,,,,Cancer screening and early diagnosis form concept: Findings (Colorectal). Context: Patient Screening > Colorectal.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
12035005-c3fb-48a1-8b98-1d8036b92362,,,COUNSEL ON NEGATIVE FINDINGS,,,,,,Cancer screening and early diagnosis form concept: Counsel on negative findings. Context: Patient Screening > Colorectal > Treatment/Action.,,,Finding,N/A,,
82021d2c-d0c8-4547-a12a-13a3512ae1ca,,,REFERRED FOR COLONOSCOPY,,,,,,Cancer screening and early diagnosis form concept: Referred for colonoscopy. Context: Patient Screening > Colorectal > Treatment/Action.,,,Finding,N/A,,
995d63db-02d8-47b9-afb7-5d4f5db5e584,,,COLONOSCOPY SCREENING - COLONOSCOPYCANCERTYPE,,,,,,Cancer screening and early diagnosis form concept: Colonoscopy Screening. Context: Patient Screening > Colorectal.,,,Question,Coded,44ffeaba-ffeb-4aa5-a141-3f144b75d3cb,
dff83ded-2a13-4191-b686-b0df46163267,,,COLONOSCOPY SCREENING - COLONOSCOPYCANCERTYPEM,,,,,,Cancer screening and early diagnosis form concept: Colonoscopy Screening. Context: Patient Screening > Colorectal.,,,Question,Coded,44ffeaba-ffeb-4aa5-a141-3f144b75d3cb,
0688d713-fc0f-490e-b7ba-4b04a0f1a677,,,FINDINGS (COLONOSCOPY) - COLONOSCOPYFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Findings (Colonoscopy). Context: Patient Screening > Colorectal.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;42903a3d-227d-4038-9851-0a3a764d6a78;6832dfc0-1939-4a12-88ca-a54a4897fdea;936aadb6-eb88-4b97-b7df-4cec135126d0;aed393be-c64e-4950-b4d6-9e1ce413d2ac,
6832dfc0-1939-4a12-88ca-a54a4897fdea,,,SUSPICOIUS FOR CANCER,,,,,,Cancer screening and early diagnosis form concept: Suspicoius for cancer. Context: Patient Screening > Colorectal > Findings (Colonoscopy).,,,Finding,N/A,,
aed393be-c64e-4950-b4d6-9e1ce413d2ac,,,OTHER ABNORMALITIES,,,,,,Cancer screening and early diagnosis form concept: Other abnormalities. Context: Patient Screening > Colorectal > Findings (Colonoscopy).,,,Finding,N/A,,
31866452-c8d4-47bc-9549-4dc07076b080,,,FINDINGS (COLONOSCOPY) - COLONOSCOPYFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Findings (Colonoscopy). Context: Patient Screening > Colorectal.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;42903a3d-227d-4038-9851-0a3a764d6a78;6832dfc0-1939-4a12-88ca-a54a4897fdea;936aadb6-eb88-4b97-b7df-4cec135126d0;aed393be-c64e-4950-b4d6-9e1ce413d2ac,
aa1a1dfc-ae68-4c59-8519-c933dbc2d61e,,,REFER TO SURGICAL RESECTION,,,,,,Cancer screening and early diagnosis form concept: Refer to surgical resection. Context: Patient Screening > Colorectal > Treatment/Action.,,,Finding,N/A,,
dda96fbe-03ff-41a1-be3c-de46c0c88121,,,EUA(EXAMINATION UNDER ANESTHESIA),,,,,,Cancer screening and early diagnosis form concept: EUA(Examination Under Anesthesia). Context: Patient Screening > Retinoblastoma > Retinoblastoma.,,,Finding,N/A,,
44835131-b363-4b0d-8e86-590fdabb2cfc,,,FINDINGS (RETINOBLASTOMA) - EUAFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Findings (Retinoblastoma). Context: Patient Screening > Retinoblastoma.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
45f08667-acdb-44e2-8baf-c166acf2c341,,,FINDINGS (RETINOBLASTOMA) - EUAFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Findings (Retinoblastoma). Context: Patient Screening > Retinoblastoma.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
f58586c6-af7a-4115-9d70-16711a487e1a,,,COUNSELED ON NEGATIVE FINDINGS,,,,,,Cancer screening and early diagnosis form concept: Counseled on Negative findings. Context: Patient Screening > Retinoblastoma > Treatment/Action.,,,Finding,N/A,,
e2035ab0-adc7-407a-90eb-161935ba189b,,,REFERRED FOR FURTHER EVALUATION,,,,,,Cancer screening and early diagnosis form concept: Referred for further evaluation. Context: Patient Screening > Retinoblastoma > Treatment/Action | Patient Screening > Oral > Treatment/Action | Patient Screening > Oral > Cytology.,,,Finding,N/A,,
bd8119a3-0c61-450a-8e0a-8898d184986d,,,SCREENING TEST - RETINOBLASTOMCANCERTYPE,,,,,,Cancer screening and early diagnosis form concept: Screening Test. Context: Patient Screening > Retinoblastoma.,,,Question,Coded,4d668d07-193e-4763-9633-d997889306a6,
4d668d07-193e-4763-9633-d997889306a6,,,RETINOBLASTOMA GENE (RB1 GENE) TESTING,,,,,,Cancer screening and early diagnosis form concept: Retinoblastoma gene (RB1 gene) testing. Context: Patient Screening > Retinoblastoma > Screening Test.,,,Finding,N/A,,
e81f13a5-1872-4307-bce4-1631d6bf742b,,,SCREENING TEST - RETINOBLASTOMCANCERTYPEM,,,,,,Cancer screening and early diagnosis form concept: Screening Test. Context: Patient Screening > Retinoblastoma.,,,Question,Coded,4d668d07-193e-4763-9633-d997889306a6,
551f757e-acd1-495e-a8d5-949d83207be7,,,FINDINGS (RB1 GENE) - RB1FINDINGS,,,,,,Cancer screening and early diagnosis form concept: Findings (RB1 gene). Context: Patient Screening > Retinoblastoma.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
67d49fb2-cb12-4cd2-8670-d9327fe621f9,,,FINDINGS (RB1 GENE) - RB1FINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Findings (RB1 gene). Context: Patient Screening > Retinoblastoma.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
d278b0e3-53f6-4b40-9ccc-2851c4a97ac1,,,DRE(DIGITAL RECTAL EXAMINATION),,,,,,Cancer screening and early diagnosis form concept: DRE(Digital Rectal Examination). Context: Patient Screening > Prostate.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a8a35fc4-1350-11df-a1f1-0026b9348838;0933ae0f-3c50-4b0a-9c54-d3483c17a16f,
e76013d9-c8c7-4d2e-9ce1-3a63f495ad63,,,"PERFROMED/REFFERD FOR FURTHER EVALUATION(PSA,TRUS BIOPSY)",,,,,,"Cancer screening and early diagnosis form concept: Perfromed/refferd for further evaluation(PSA,TRUS Biopsy). Context: Patient Screening > Prostate > Treatment/Action.",,,Finding,N/A,,
0f5ead05-41de-47ad-8c66-673eeb10945f,,,0-4NG/ML,,,,,,Cancer screening and early diagnosis form concept: 0-4ng/ml. Context: Patient Screening > Prostate > PSA(Prostatic Specific Antigen) testing and Findings.,,,Finding,N/A,,
78d9d6a2-7127-4b76-8c9b-1ee90f408e9c,,,4-10NG/ML,,,,,,Cancer screening and early diagnosis form concept: 4-10ng/ml. Context: Patient Screening > Prostate > PSA(Prostatic Specific Antigen) testing and Findings.,,,Finding,N/A,,
c403d1b2-8e22-42fd-94ad-627709fbb3d9,,,>10NG/ML,,,,,,Cancer screening and early diagnosis form concept: >10ng/ml. Context: Patient Screening > Prostate > PSA(Prostatic Specific Antigen) testing and Findings.,,,Finding,N/A,,
13be60bf-28ac-44b7-a847-4f1c24f2afa6,,,ROUTINE FOLLOW UP AFTER 2 YEARS,,,,,,Cancer screening and early diagnosis form concept: Routine follow up after 2 years. Context: Patient Screening > Prostate > Treatment/Action.,,,Finding,N/A,,
1f0e2b7c-bc46-463f-b4ee-3212f60bd16a,,,FURTHER EVALUATION - TREATMENT/ACTION,,,,,,Cancer screening and early diagnosis form concept: Further evaluation. Context: Patient Screening > Prostate > Treatment/Action.,,,Finding,N/A,,
9fc16962-44b9-41d7-904c-0a9ae5372699,,,PERFORM/REFER FOR BIOPSY,,,,,,Cancer screening and early diagnosis form concept: Perform/refer for biopsy. Context: Patient Screening > Prostate > Treatment/Action.,,,Finding,N/A,,
1fda08a2-da45-4b76-a78a-926eef6e59ca,,,VISUAL EXAMINATION FINDINGS (ORAL) - VISUALIMAGINGFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Visual Examination Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
a256cd62-bf0b-4bf9-b71d-6e69acc05e3f,,,VISUAL EXAMINATION FINDINGS (ORAL) - VISUALIMAGINGFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Visual Examination Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
6af010c5-0080-469b-af8d-fb343c788e9b,,,COUNSELED ON NORMAL FINDINGS,,,,,,Cancer screening and early diagnosis form concept: Counseled on normal findings. Context: Patient Screening > Oral > Treatment/Action | Patient Screening > Oral > Cytology.,,,Finding,N/A,,
3c84cd93-a3fb-47c1-9c74-8f2223d127f7,,,IMAGING FINDINGS (ORAL) - OIMAGINGFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Imaging Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
b807d8c4-58e9-46cb-b84b-25c5d069d297,,,IMAGING FINDINGS (ORAL) - OIMAGINGFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Imaging Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a896d2cc-1350-11df-a1f1-0026b9348838;a896f3a6-1350-11df-a1f1-0026b9348838,
f18ad468-2b32-478f-83f4-1d418fafd132,,,BIOPSY FINDINGS (ORAL) - BIOPSYYFINDINGS,,,,,,Cancer screening and early diagnosis form concept: Biopsy Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
06587e2d-e1e1-46f5-9979-971eaa93e8a0,,,BIOPSY FINDINGS (ORAL) - BIOPSYYFINDINGSM,,,,,,Cancer screening and early diagnosis form concept: Biopsy Findings (Oral). Context: Patient Screening > Oral.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
3cd677a1-a5d1-4f89-b0a5-c69df082de68,,,FURTHER EVALUATION - REASON FOR REFERRAL:,,,,,,Cancer screening and early diagnosis form concept: Further evaluation. Context: Follow Up > Follow-Up Plan > Reason For Referral:.,,,Finding,N/A,,
