Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
a829a93b-8cae-500e-9726-bbac3a42a29c,,,MALLAMPATI AIRWAY CLASSIFICATION,,,MALLAMPATI AIRWAY CLASSIFICATION,,,Mallampati classification recorded during pre-anaesthesia airway assessment.,,,Question,Coded,780764d1-9f50-5496-8bb5-ea4cdbed03f8;c0bd18e3-c903-53f2-9ae7-0b552376129b;4d5e2755-25c7-52ae-9cde-6e0b5205f4ec;4d022ae0-85ce-52bf-97d8-8440cd7717a7,
4a3c1992-0f9e-560b-bfcb-7823bed8d77f,,,MONITORED ANAESTHESIA CARE PLAN,,,MONITORED ANAESTHESIA CARE PLAN,,,Narrative plan for monitored anaesthesia care during the procedure.,,,Question,Text,,
d9bdc6f7-f602-53a6-a153-f21087193503,,,MOUTH OPENING ASSESSMENT,,,MOUTH OPENING ASSESSMENT,,,Assessment of whether mouth opening is within normal limits or abnormal before anaesthesia.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
2d63539f-0843-556e-ad3a-1634c6a6e07f,,,NEUROMUSCULAR ASSESSMENT COMMENTS,,,NEUROMUSCULAR ASSESSMENT COMMENTS,,,Additional narrative findings from the neurological and neuromuscular pre-anaesthesia assessment.,,,Question,Text,,
f422fd40-543a-554b-959d-40be40d3e513,,,NIL BY MOUTH START DATETIME,,,NIL BY MOUTH START DATETIME,,,Date and time from which the patient has had no oral intake before the procedure.,,,Question,Datetime,,
90ad1db5-2f2b-55bc-941c-d579e0d67bac,,,OPERATING ROOM EXIT DATETIME,,,OPERATING ROOM EXIT DATETIME,,,Date and time when the patient leaves the operating room.,,,Question,Datetime,,
1d2c278e-756f-5b50-ae52-bf8d72ad1d6d,,,OPERATING SURGEON NAME,,,OPERATING SURGEON NAME,,,Name of the surgeon responsible for the operation.,,,Question,Text,,
165ffe53-a38b-5047-8624-90b51ae3d653,,,OPERATIVE FINDINGS,,,OPERATIVE FINDINGS,,,Clinical findings observed during the operative procedure.,,,Question,Text,,
de9fc3f5-36f1-5d75-bb5b-f22a0b19eadb,,,OPERATIVE PROCEDURE NOTES,,,OPERATIVE PROCEDURE NOTES,,,Detailed narrative record of how the operative procedure was performed.,,,Question,Text,,
6e7f1f6a-be77-51e3-a6fb-cf5166f08c2c,,,OPERATIVE PROCEDURE PERFORMED,,,OPERATIVE PROCEDURE PERFORMED,,,Surgical or operative procedure that was performed.,,,Question,Text,,
94d8a9ba-5964-5a2a-b397-4057176fb350,,,PATIENT POSITION DURING PROCEDURE,,,PATIENT POSITION DURING PROCEDURE,,,Position in which the patient was placed during the procedure.,,,Question,Coded,f8ac197b-e65d-48d1-bed3-c9f747ece32e;1e1979ed-d6be-5bc4-ad23-6936ba896cc3;d0c35c8d-0600-5e94-9af6-4c8e0625081b;a896252a-1350-11df-a1f1-0026b9348838;e725e6a0-3a80-52f8-b55a-9468f4a7b400;4889f1c1-9654-5931-8fe5-1f3f5ec3b648;847968bd-34ab-5bfd-b889-dbe016a5c6bc;8c6c1eaa-469c-499d-9a8a-425772c23ce8;f873a005-7a67-5312-b1cf-08fafb465782;c7e24b95-94b0-58e4-9d97-0d36f8e80d9d;a8aaf3e2-1350-11df-a1f1-0026b9348838,
a6774b27-6136-58e0-8b7a-61d57be54f4e,,,PERIOPERATIVE DEVICE REQUIREMENTS,,,PERIOPERATIVE DEVICE REQUIREMENTS,,,Devices required for the patient's perioperative management.,,,Question,Coded,a899e0ac-1350-11df-a1f1-0026b9348838;86c1ffa6-6b5b-5b99-ab17-fd2f60dcaea3;898c9e32-531e-540b-a34a-cb6746e45ebc;273c5268-339f-5fdf-a68c-a5174a743789,
2ea4944e-51e4-52c7-a209-8dcc2e889054,,,PLANNED ANAESTHESIA TECHNIQUE,,,PLANNED ANAESTHESIA TECHNIQUE,,,Anaesthesia technique planned for the surgical procedure.,,,Question,Coded,7a69a31a-d88f-4ebd-a00b-cb5b4581de00;3fa5c3a8-41e5-493a-9ab7-7177fc6f8c82;074225d4-b1be-56e9-93f6-255ebf106df3;f45ac884-e73e-4b02-9d8b-49c4e3ce5a15,
3270fc76-9ceb-5abc-8199-9c47aa4c23b2,,,PLANNED INTRAVENOUS FLUID RATE,,,PLANNED INTRAVENOUS FLUID RATE,,,Planned intravenous fluid administration rate for the perioperative period.,,,Question,Numeric,,mL/hour
50f92509-d28b-5a5b-8875-88f2b72c86e6,,,POST PROCEDURE CARE NOTES,,,POST PROCEDURE CARE NOTES,,,"Post-procedure clinical notes, immediate care instructions, and follow-up considerations.",,,Question,Text,,
3a864aee-e924-50f0-9a65-40ea8f92bb4d,,,POST PROCEDURE DETAILS,,,POST PROCEDURE DETAILS,,,Grouping concept for structured details recorded after an operative procedure.,,,ConvSet,N/A,,
1a7cb358-5476-5fb3-978c-b2e11ce7c06e,,,PRE-ANAESTHESIA DENTITION FINDINGS,,,PRE-ANAESTHESIA DENTITION FINDINGS,,,Dentition findings relevant to airway management before anaesthesia.,,,Question,Coded,3a1e5e60-a1ff-53e6-ac0a-843cb8e06f72;3b4065e9-37d2-4198-a3db-58e5022f40b5;269bad30-94e0-5564-bca6-bad769b8b35f,
46d50f1e-17be-5dbf-b242-de34736b0fd3,,,PRE-ANAESTHESIA MEDICATION ORDERED,,,PRE-ANAESTHESIA MEDICATION ORDERED,,,Indicates whether pre-anaesthesia medication has been ordered.,,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
a84b10b8-f008-5d33-b76e-11298e394984,,,PREVIOUS ANAESTHESIA HISTORY,,,PREVIOUS ANAESTHESIA HISTORY,,,"Narrative history of previous anaesthesia exposure, including complications or adverse events.",,,Question,Text,,
832d17d8-ab1e-5543-bc50-121a8140a546,,,RENAL AND ENDOCRINE ASSESSMENT COMMENTS,,,RENAL AND ENDOCRINE ASSESSMENT COMMENTS,,,Additional narrative findings from the renal and endocrine pre-anaesthesia assessment.,,,Question,Text,,
a4c76df4-cfb0-56ba-8929-d2d031a71b51,,,SURGICAL INCISION LOCATION,,,SURGICAL INCISION LOCATION,,,Anatomical location of the surgical incision.,,,Question,Text,,
1b2fa23c-14e9-5f60-ad57-6b8618763811,,,SURGICAL INCISION TYPE,,,SURGICAL INCISION TYPE,,,Type or named approach of the surgical incision.,,,Question,Coded,81ab82a4-e309-561c-8e43-a2fe0d19813c;563bbe57-9854-5a41-83f0-86134f5017d6;a895703a-1350-11df-a1f1-0026b9348838;46b0ad8c-da6a-58a6-8a7a-f2107603b738;f4603d32-4205-559f-b33c-e5d8557a3dfc;33c764a8-8029-5b6b-a182-dfaa6742af1e;cfe1e040-9e23-5bb2-b54f-5ab686ca2481;43dd68b1-d85c-523a-a716-636fdc27d4bd;c885291e-3f0b-523f-b245-04f91c785ee6;8bfa9e07-3a7e-5aa4-9e37-0fd55490f28c;dfe162a5-5524-5c7c-b81d-6ba87c5f7d4b;a8aaf3e2-1350-11df-a1f1-0026b9348838,
b1766bab-c54f-576c-ba4c-ef726f7798b3,,,SURGICAL WOUND CLOSURE METHOD,,,SURGICAL WOUND CLOSURE METHOD,,,Method used to close the surgical wound.,,,Question,Coded,1f1aad44-ed87-50d8-8f09-c3993d94db99;9f611bac-1b5c-5ae5-877c-b3c3886fa139;a7e18d63-57ce-51ad-a018-dfad3e8b359d;462fb0e7-3f1b-53f7-b0f1-9f90802854ff;a8aaf3e2-1350-11df-a1f1-0026b9348838,
7852e330-aa9f-5000-b723-77f6ae2b47b4,,,TOTAL PROCEDURE DURATION,,,TOTAL PROCEDURE DURATION,,,Elapsed duration of the operative procedure.,,,Question,Numeric,,minutes
