Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
07f2a212-6cd8-441a-b293-a849c9acd9dc,,,NOT TESTED,,,Not tested,,,"POC Critical Assessment form answer: Not tested. Context: CN I Olfactory | CN II Optic | CN III, IV, VI Eye Movement | CN V Trigeminal | CN VII Facial | CN VIII Vestibulocochlear | CN IX, X Glossopharyngeal/Vagus | CN XI Accessory | CN XII Hypoglossal > Not tested.",,,Misc,N/A,,
5765ade6-93ca-40c3-b56f-de6d112a883e,,,OBSERVATION,,,Observation,,,POC Critical Assessment form answer: Observation. Context: Ventilator Assessment Method > Observation.,,,Misc,N/A,,
d023ce15-f420-4ee1-a936-442b40879a6e,,,ORIENTED (5),,,Oriented (5),,,POC Critical Assessment form answer: Oriented (5). Context: Verbal Response (V) > Oriented (5).,,,Finding,N/A,,
043da71a-4409-478a-8b47-47f7eedc5b1d,,,PERSISTENT VOMITING,,,Persistent vomiting,,,POC Critical Assessment form answer: Persistent vomiting. Context: Neurological Red Flags > Persistent vomiting.,,,Finding,N/A,,
176b1642-04a5-4f3c-b31d-81ba56780188,,,POOR COORDINATION,,,Poor Coordination,,,POC Critical Assessment form answer: Poor Coordination. Context: Symptom: > Poor Coordination.,,,Finding,N/A,,
ded69dce-1c01-436a-98c6-4ed85537ead7,,,SEVERE HEADACHE WITH NEUROLOGICAL DEFICIT,,,Severe headache with neurological deficit,,,POC Critical Assessment form answer: Severe headache with neurological deficit. Context: Neurological Red Flags > Severe headache with neurological deficit.,,,Finding,N/A,,
397a25bc-544f-4759-942a-8c3b2e0f302b,,,SIGNS OF RAISED INTRACRANIAL PRESSURE,,,Signs of raised intracranial pressure,,,POC Critical Assessment form answer: Signs of raised intracranial pressure. Context: Neurological Red Flags > Signs of raised intracranial pressure.,,,Finding,N/A,,
b0118858-f730-477c-ae59-0056d6e7e371,,,SLUGGISH (LEFT),,,Sluggish (Left),,,POC Critical Assessment form answer: Sluggish (Left). Context: Reaction to light > Sluggish (Left).,,,Finding,N/A,,
17a3c5dc-abd0-4482-b87c-05f66950633d,,,SLUGGISH (RIGHT),,,Sluggish (Right),,,POC Critical Assessment form answer: Sluggish (Right). Context: Reaction to light > Sluggish (Right).,,,Finding,N/A,,
6aa2a823-64e5-4d40-ab34-83b0c44bfc1b,,,SPEECH DIFFICULTY,,,Speech Difficulty,,,POC Critical Assessment form answer: Speech Difficulty. Context: Symptom: > Speech Difficulty.,,,Finding,N/A,,
a00fc81e-93f8-4129-a736-855bb04e4ad9,,,SPONTANEOUS (4),,,Spontaneous (4),,,POC Critical Assessment form answer: Spontaneous (4). Context: Eye Opening (E) > Spontaneous (4).,,,Finding,N/A,,
f639e948-14b7-45e2-b7e0-6bc26f0914c1,,,STROKE SYMPTOMS,,,Stroke symptoms,,,POC Critical Assessment form answer: Stroke symptoms. Context: Neurological Red Flags > Stroke symptoms.,,,Finding,N/A,,
3904f523-e077-45a8-aa1b-415bc38b1c25,,,TO PAIN (2),,,To Pain (2),,,POC Critical Assessment form answer: To Pain (2). Context: Eye Opening (E) > To Pain (2).,,,Finding,N/A,,
f40e636e-d869-4b3a-9de9-99aa7bf7d5fa,,,TO SPEECH (3),,,To Speech (3),,,POC Critical Assessment form answer: To Speech (3). Context: Eye Opening (E) > To Speech (3).,,,Finding,N/A,,
043e004d-93e3-4bda-9c57-e58b131fb3b3,,,TREMORS,,,Tremors,,,POC Critical Assessment form answer: Tremors. Context: Symptom: > Tremors.,,,Finding,N/A,,
0457851c-e1bc-489f-bb76-147954c118e8,,,UNEQUAL PUPILS,,,Unequal pupils,,,POC Critical Assessment form answer: Unequal pupils. Context: Neurological Red Flags > Unequal pupils.,,,Finding,N/A,,
4865af31-e7bf-42b2-ae74-8b5fecde8e2f,,,VISUAL DISTURBANCE,,,Visual Disturbance,,,POC Critical Assessment form answer: Visual Disturbance. Context: Symptom: > Visual Disturbance.,,,Finding,N/A,,
59941dd1-1517-4a5c-b627-20a1f092595d,,,WITHDRAWS FROM PAIN (4),,,Withdraws from pain (4),,,POC Critical Assessment form answer: Withdraws from pain (4). Context: Motor response (M) > Withdraws from pain (4).,,,Finding,N/A,,
fd322646-0a18-4c4c-b4ad-eab426814378,,,ACCOMMODATION,,,Accommodation,,,POC Critical Assessment form question: Accommodation. Context: Clinical Assessment > Pupillary Assessment > Accommodation.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,
3dd4f36f-9842-43ea-934f-f90b10bd935f,,,ASSOCIATED SYMPTOMS (A),,,Associated symptoms (A),,,POC Critical Assessment form question: Associated symptoms (A). Context: Clinical Assessment > Pain Assessment (SOCRATES) > Associated symptoms (A).,,,Question,Text,,
1ffaf55d-efb4-428d-8d25-62501c51cf6b,,,"AUTO-DETECTED ALERTS (FROM GCS, PUPILS, AND POWER FINDINGS ABOVE)",,,"Auto-Detected Alerts (from GCS, pupils, and power findings above)",,,"POC Critical Assessment form question: Auto-Detected Alerts (from GCS, pupils, and power findings above). Context: Clinical Assessment > Neurological Red Flags > Auto-Detected Alerts (from GCS, pupils, and power findings above).",,,Question,Text,,
d4775e7d-2498-4f57-9f67-11804a162401,,,"CHARACTER (C) - SHARP, DULL, BURNING, ETC.",,,"Character (C) - sharp, dull, burning, etc.",,,"POC Critical Assessment form question: Character (C) - sharp, dull, burning, etc.. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Character (C) - sharp, dull, burning, etc..",,,Question,Text,,
300d110b-bbd9-4477-a1d1-44da39f0d34c,,,CN I OLFACTORY,,,CN I Olfactory,,,POC Critical Assessment form question: CN I Olfactory. Context: Clinical Assessment > Cranial Nerve Assessment > CN I Olfactory.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
7120846f-0ec1-4b0e-992c-236c4949ad0d,,,CN II OPTIC,,,CN II Optic,,,POC Critical Assessment form question: CN II Optic. Context: Clinical Assessment > Cranial Nerve Assessment > CN II Optic.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
5627be8a-e8a1-4e8e-98d3-12c3b2b1ad2f,,,"CN III, IV, VI EYE MOVEMENT",,,"CN III, IV, VI Eye Movement",,,"POC Critical Assessment form question: CN III, IV, VI Eye Movement. Context: Clinical Assessment > Cranial Nerve Assessment > CN III, IV, VI Eye Movement.",,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
c93058fa-1a60-4714-8e94-c8e00e70471c,,,"CN IX, X GLOSSOPHARYNGEAL/VAGUS",,,"CN IX, X Glossopharyngeal/Vagus",,,"POC Critical Assessment form question: CN IX, X Glossopharyngeal/Vagus. Context: Clinical Assessment > Cranial Nerve Assessment > CN IX, X Glossopharyngeal/Vagus.",,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
cec3b0d1-85c5-4273-b0ed-7b39e67334f8,,,CN V TRIGEMINAL,,,CN V Trigeminal,,,POC Critical Assessment form question: CN V Trigeminal. Context: Clinical Assessment > Cranial Nerve Assessment > CN V Trigeminal.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
62e67caa-acfe-46d7-9ff8-87efd8fac607,,,CN VII FACIAL,,,CN VII Facial,,,POC Critical Assessment form question: CN VII Facial. Context: Clinical Assessment > Cranial Nerve Assessment > CN VII Facial.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
e049fba6-a3a6-44eb-b865-8d036384f095,,,CN VIII VESTIBULOCOCHLEAR,,,CN VIII Vestibulocochlear,,,POC Critical Assessment form question: CN VIII Vestibulocochlear. Context: Clinical Assessment > Cranial Nerve Assessment > CN VIII Vestibulocochlear.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
b84cd4c3-235c-42b1-8348-7ed1084441ca,,,CN XI ACCESSORY,,,CN XI Accessory,,,POC Critical Assessment form question: CN XI Accessory. Context: Clinical Assessment > Cranial Nerve Assessment > CN XI Accessory.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
a261c9f0-9c9a-4986-99e9-c5f32e2a0352,,,CN XII HYPOGLOSSAL,,,CN XII Hypoglossal,,,POC Critical Assessment form question: CN XII Hypoglossal. Context: Clinical Assessment > Cranial Nerve Assessment > CN XII Hypoglossal.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;07f2a212-6cd8-441a-b293-a849c9acd9dc,
b211e6e0-5fd0-4bd9-b84a-569f86e6340f,,,EQUAL,,,Equal,,,POC Critical Assessment form question: Equal. Context: Clinical Assessment > Pupillary Assessment > Equal.,,,Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,
d08c520e-6bc2-4adc-ad1f-69544424f818,,,EXACERBATING/RELIEVING FACTORS (E),,,Exacerbating/relieving factors (E),,,POC Critical Assessment form question: Exacerbating/relieving factors (E). Context: Clinical Assessment > Pain Assessment (SOCRATES) > Exacerbating/relieving factors (E).,,,Question,Text,,
51b77834-5396-41dc-b9d5-2e818eb7f5d6,,,EYE OPENING (E),,,Eye Opening (E),,,POC Critical Assessment form question: Eye Opening (E). Context: Clinical Assessment > Glasgow Coma Scale (GCS) > Eye Opening (E).,,,Question,Coded,a00fc81e-93f8-4129-a736-855bb04e4ad9;f40e636e-d869-4b3a-9de9-99aa7bf7d5fa;3904f523-e077-45a8-aa1b-415bc38b1c25;a899e0ac-1350-11df-a1f1-0026b9348838,
7ddee787-c5b8-4b23-a70f-119207728368,,,FEEDING,,,Feeding,,,POC Critical Assessment form question: Feeding. Context: Clinical Assessment > Functional Assessment > Feeding.,,,Question,Coded,927f5d67-c00b-400c-add9-a773ff116bad;38a8164e-260d-4c4d-a6e6-61b4fa1c0154;a8bcf7f7-b15d-4933-8eee-e57cedb38cf8,
c864eed1-9722-4da4-a9f6-b3a597d67785,,,GCS SEVERITY CATEGORY (AUTO-CALCULATED),,,GCS Severity Category (auto-calculated),,,POC Critical Assessment form question: GCS Severity Category (auto-calculated). Context: Clinical Assessment > Glasgow Coma Scale (GCS) > GCS Severity Category (auto-calculated).,,,Question,Text,,
23007f14-a582-4444-9091-3218bc912e0e,,,KNEE REFLEX,,,Knee Reflex,,,POC Critical Assessment form question: Knee Reflex. Context: Clinical Assessment > Reflexes > Knee Reflex.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;7b46b42f-d09f-46a0-8587-695fe74b98a6;a8a4bafe-1350-11df-a1f1-0026b9348838;a8a4bc84-1350-11df-a1f1-0026b9348838,
cabd234e-a5d3-4074-bc81-6ebc88daa0e0,,,LEFT ARM - POWER (MRC 0-5),,,Left Arm - Power (MRC 0-5),,,POC Critical Assessment form question: Left Arm - Power (MRC 0-5). Context: Clinical Assessment > Muscle Strength (Medical Research Council Scale) > Left Arm - Power (MRC 0-5).,,,Question,Coded,953d0d05-4aa9-48e1-82d1-0ab88e18e6ef;a89c7bbe-1350-11df-a1f1-0026b9348838;a8a481ec-1350-11df-a1f1-0026b9348838;a8a482b4-1350-11df-a1f1-0026b9348838;54c45b4f-63c8-4108-86df-7e23ccf7af67;a89c7c72-1350-11df-a1f1-0026b9348838,
8edfac81-eda8-4d85-8d5b-4e41d5f44ae1,,,LEFT LEG - POWER (MRC 0-5),,,Left Leg - Power (MRC 0-5),,,POC Critical Assessment form question: Left Leg - Power (MRC 0-5). Context: Clinical Assessment > Muscle Strength (Medical Research Council Scale) > Left Leg - Power (MRC 0-5).,,,Question,Coded,953d0d05-4aa9-48e1-82d1-0ab88e18e6ef;a89c7bbe-1350-11df-a1f1-0026b9348838;a8a481ec-1350-11df-a1f1-0026b9348838;a8a482b4-1350-11df-a1f1-0026b9348838;54c45b4f-63c8-4108-86df-7e23ccf7af67;a89c7c72-1350-11df-a1f1-0026b9348838,
ffeaf8df-854d-4cec-8717-48c0ef7ffc90,,,LIGHT TOUCH,,,Light Touch,,,POC Critical Assessment form question: Light Touch. Context: Clinical Assessment > Sensory Assessment > Light Touch.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;dfda124c-244b-4c13-afb9-ecf37bbba8d3;a8a4bc84-1350-11df-a1f1-0026b9348838,
058706bc-976c-4ea7-b39e-c7c9a4d3da11,,,MOTOR RESPONSE (M),,,Motor response (M),,,POC Critical Assessment form question: Motor response (M). Context: Clinical Assessment > Glasgow Coma Scale (GCS) > Motor response (M).,,,Question,Coded,6d56348f-7aee-4e62-a1a0-8965a4a7da7f;75cab364-84bb-4b1e-8f80-eeacc02a6083;59941dd1-1517-4a5c-b627-20a1f092595d;7db9f7f4-de9d-43e3-af19-0bdf0d81a0cc;ae01cc4e-40ce-419b-bc21-bf6b2f472514;a899e0ac-1350-11df-a1f1-0026b9348838,
af84001c-85bf-4f76-88cf-fcecdfcd7e3a,,,"MRC SCALE REFERENCE (0-5, INFORMATIONAL)",,,"MRC Scale Reference (0-5, informational)",,,"POC Critical Assessment form question: MRC Scale Reference (0-5, informational). Context: Clinical Assessment > Muscle Strength (Medical Research Council Scale) > MRC Scale Reference (0-5, informational).",,,Question,Coded,eedfa950-d958-4ae3-bc54-cc50b1d788d8;d3a58141-08ba-47c9-ae18-47560afd8801;5af77a3b-b311-427d-8894-7dbc89b26dac;6dd69a42-7a04-4407-9208-2fceb86288e1;121790f0-42d7-4b05-8ca5-7626816f11c9;e6b833bd-e833-455a-b1dc-a174ab399e10,
a0ef3171-7d05-46e6-928c-4af4d80ecde7,,,NEUROLOGICAL RED FLAGS,,,Neurological Red Flags,,,POC Critical Assessment form question: Neurological Red Flags. Context: Clinical Assessment > Neurological Red Flags > Neurological Red Flags.,,,Question,Coded,19ca65f5-3b42-4876-8bf0-92cd244e9c9e;c3fc9171-bb63-45f4-9795-56a38681f9a0;47be78d0-6bca-413d-8112-6fc272f8a76c;0457851c-e1bc-489f-bb76-147954c118e8;043da71a-4409-478a-8b47-47f7eedc5b1d;f34a9bd8-8a4a-4889-8cad-e5e77b4ca93a;ded69dce-1c01-436a-98c6-4ed85537ead7;f639e948-14b7-45e2-b7e0-6bc26f0914c1;397a25bc-544f-4759-942a-8c3b2e0f302b;90752dff-c36a-40b8-a233-5b6e9e7460d9,
96bdf6b6-47ad-4fea-97dd-3e266344bf5e,,,NEUROLOGICAL SYMPTOMS,,,Neurological Symptoms,,,POC Critical Assessment form question: Neurological Symptoms. Context: Clinical Assessment > Neurological Assessment (Symptom Screen) > Neurological Symptoms.,,,ConvSet,N/A,,
f680b47b-2ac3-48ac-9bd8-09bc526bcc3a,,,"ONSET (O) - WHEN DID IT START, SUDDEN OR GRADUAL?",,,"Onset (O) - when did it start, sudden or gradual?",,,"POC Critical Assessment form question: Onset (O) - when did it start, sudden or gradual?. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Onset (O) - when did it start, sudden or gradual?.",,,Question,Text,,
e050ac59-56dc-484b-b16a-87a8636e0351,,,PLANTAR RESPONSE REFLEX,,,Plantar Response Reflex,,,POC Critical Assessment form question: Plantar Response Reflex. Context: Clinical Assessment > Reflexes > Plantar Response Reflex.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;7b46b42f-d09f-46a0-8587-695fe74b98a6;a8a4bafe-1350-11df-a1f1-0026b9348838;a8a4bc84-1350-11df-a1f1-0026b9348838,
7562344b-92ac-4a37-9279-2c5b551a1873,,,PROPRIOCEPTION,,,Proprioception,,,POC Critical Assessment form question: Proprioception. Context: Clinical Assessment > Sensory Assessment > Proprioception.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;dfda124c-244b-4c13-afb9-ecf37bbba8d3;a8a4bc84-1350-11df-a1f1-0026b9348838,
621b407c-6280-451c-9e1a-f56cfc205e2f,,,PUPIL SIZE - LEFT (MM),,,Pupil Size - Left (mm),,,POC Critical Assessment form question: Pupil Size - Left (mm). Context: Clinical Assessment > Pupillary Assessment > Pupil Size - Left (mm).,,,Question,Numeric,,
799f22ac-c3f3-4a80-891f-63f1d0ea872b,,,PUPIL SIZE - RIGHT (MM),,,Pupil Size - Right (mm),,,POC Critical Assessment form question: Pupil Size - Right (mm). Context: Clinical Assessment > Pupillary Assessment > Pupil Size - Right (mm).,,,Question,Numeric,,
3ad93ca0-9960-4cc6-bf76-9b8556e26182,,,RADIATION (R) - DOES IT SPREAD ANYWHERE?,,,Radiation (R) - does it spread anywhere?,,,POC Critical Assessment form question: Radiation (R) - does it spread anywhere?. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Radiation (R) - does it spread anywhere?.,,,Question,Text,,
351ba8fb-bbde-444f-a41a-087cd5c3c412,,,REACTION TO LIGHT,,,Reaction to light,,,POC Critical Assessment form question: Reaction to light. Context: Clinical Assessment > Pupillary Assessment > Reaction to light.,,,Question,Coded,9ac20270-eaff-47ec-8bd6-ddaac672676f;b0118858-f730-477c-ae59-0056d6e7e371;e5307c38-6fc0-4193-ad42-08e9022bb470;543d060f-cd75-4100-ac08-a1bcd7b458a8;17a3c5dc-abd0-4482-b87c-05f66950633d;15658a31-0a85-4a1f-b561-dcc8577bc028,
43a9eeef-bee7-4097-ac2d-7bf845beb720,,,RIGHT ARM - POWER (MRC 0-5),,,Right arm - Power (MRC 0-5),,,POC Critical Assessment form question: Right arm - Power (MRC 0-5). Context: Clinical Assessment > Muscle Strength (Medical Research Council Scale) > Right arm - Power (MRC 0-5).,,,Question,Coded,953d0d05-4aa9-48e1-82d1-0ab88e18e6ef;a89c7bbe-1350-11df-a1f1-0026b9348838;a8a481ec-1350-11df-a1f1-0026b9348838;a8a482b4-1350-11df-a1f1-0026b9348838;54c45b4f-63c8-4108-86df-7e23ccf7af67;a89c7c72-1350-11df-a1f1-0026b9348838,
32ab6948-11d4-46e1-b880-0320a6b19e66,,,RIGHT LEG - POWER (MRC 0-5),,,Right Leg - Power (MRC 0-5),,,POC Critical Assessment form question: Right Leg - Power (MRC 0-5). Context: Clinical Assessment > Muscle Strength (Medical Research Council Scale) > Right Leg - Power (MRC 0-5).,,,Question,Coded,953d0d05-4aa9-48e1-82d1-0ab88e18e6ef;a89c7bbe-1350-11df-a1f1-0026b9348838;a8a481ec-1350-11df-a1f1-0026b9348838;a8a482b4-1350-11df-a1f1-0026b9348838;54c45b4f-63c8-4108-86df-7e23ccf7af67;a89c7c72-1350-11df-a1f1-0026b9348838,
5c304041-d45d-4be4-804b-c1724521ef00,,,SEVERITY (S) - 0-10 PAIN SCALE,,,Severity (S) - 0-10 pain scale,,,POC Critical Assessment form question: Severity (S) - 0-10 pain scale. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Severity (S) - 0-10 pain scale.,,,Question,Numeric,,
68eda348-f8de-4dfc-905d-287a5ff45a6c,,,SITE (S) - WHERE IS THE PAIN LOCATED?,,,Site (S) - where is the pain located?,,,POC Critical Assessment form question: Site (S) - where is the pain located?. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Site (S) - where is the pain located?.,,,Question,Text,,
776896c9-bf82-43ff-978d-d095f32ce607,,,TEMPERATURE,,,Temperature,,,POC Critical Assessment form question: Temperature. Context: Clinical Assessment > Sensory Assessment > Temperature.,,,Question,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;dfda124c-244b-4c13-afb9-ecf37bbba8d3;a8a4bc84-1350-11df-a1f1-0026b9348838,
080e856f-9337-470e-804d-086dd413f6b1,,,"TIME COURSE (T) - CONSTANT, INTERMITTENT, DURATION",,,"Time course (T) - constant, intermittent, duration",,,"POC Critical Assessment form question: Time course (T) - constant, intermittent, duration. Context: Clinical Assessment > Pain Assessment (SOCRATES) > Time course (T) - constant, intermittent, duration.",,,Question,Text,,
f4a2bf98-410b-4bc8-9676-1e2935eaed7c,,,TOTAL GCS SCORE (OUT OF 15),,,Total GCS Score (out of 15),,,POC Critical Assessment form question: Total GCS Score (out of 15). Context: Clinical Assessment > Glasgow Coma Scale (GCS) > Total GCS Score (out of 15).,,,Question,Numeric,,
