Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
a9322317-8a94-47ee-8d53-018c74aac402,,,6/19,,,,,,Ophthalmology form answer: 6/19.,,,Misc,N/A,,
abf0119a-e1ff-4731-8bc5-ab08675fc7cd,,,6/60,,,,,,Ophthalmology form answer: 6/60.,,,Misc,N/A,,
aca0983b-a678-4ffa-bad6-7def9727b7d3,,,REVIEW OF RESULTS,,,,,,Ophthalmology form answer: Review of results.,,,Misc,N/A,,
b5f4358e-d6ba-4ad1-b9df-44dd80b27294,,,6/36,,,,,,Ophthalmology form answer: 6/36.,,,Misc,N/A,,
b9cdd1c3-9f44-4e62-bc26-e0416f4b18d5,,,6/95,,,,,,Ophthalmology form answer: 6/95.,,,Misc,N/A,,
c49d463d-7272-4f07-bb6f-d19c3573eb09,,,6/18,,,,,,Ophthalmology form answer: 6/18.,,,Misc,N/A,,
d0ae40c9-82ec-4fd4-a970-a306473ace4f,,,6/9,,,,,,Ophthalmology form answer: 6/9.,,,Misc,N/A,,
d5ceaa5e-3389-476d-868e-83ef6425d6bd,,,6/300,,,,,,Ophthalmology form answer: 6/300.,,,Misc,N/A,,
d6f86b35-1e63-40fc-98b6-fb8b98fe6002,,,6/150,,,,,,Ophthalmology form answer: 6/150.,,,Misc,N/A,,
d76f0668-c7c5-4017-8099-eee2fb529f6d,,,1/60,,,,,,Ophthalmology form answer: 1/60.,,,Misc,N/A,,
e2d5a776-6af8-440a-b899-9909f9ff4545,,,POST-PROCEDURE REVIEW,,,,,,Ophthalmology form answer: Post-procedure review.,,,Misc,N/A,,
e41272a6-43ab-45a6-82e8-2974bef005a8,,,EYE ASSESSED,,,,,,Records eye assessed for the ophthalmology clinical form.,,,Question,Coded,,
e5efa616-1e4f-4297-be65-3780246b31bf,,,BELIEVED <6/60- CANNOT EXAMINE,,,,,,Ophthalmology form answer: Believed <6/60- cannot examine.,,,Misc,N/A,,
ebe5a09b-0890-4403-869e-e2369bf226e9,,,CHILD-CANNOT TAKE VA,,,,,,Ophthalmology form answer: CHILD-Cannot take VA.,,,Misc,N/A,,
f00e717e-68b3-45d5-9f3b-e33350d251fb,,,6/380,,,,,,Ophthalmology form answer: 6/380.,,,Misc,N/A,,
5a4b9f44-1699-4d75-8063-5ca77b4a6398,,,SPECTACLE LENS,,,,,,A transparent optical device fitted into a spectacle frame to correct or improve vision by focusing light appropriately onto the retina.,,,Procedure Order,N/A,,
076d2ade-b0b8-49ae-a8ca-36117c897055,,,SPECTACLE FRAME,,,,,,A device designed to hold corrective or protective lenses in the appropriate position in front of the eyes.,,,Procedure Order,N/A,,
