Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,Answers,Units
750a018d-9c79-445a-a026-4cc9540751b5,,,EXTRACTION SYSTEM,,,,,,Extraction system recorded during a dialysis session.,,,Question,Coded,379c538a-6060-4693-b54b-3c612fcac96b;2b20f2b7-3df4-4e90-ae7c-1171e8a3c7ab;872f97ea-4654-43f0-a480-2a058afed780,
de1de630-9ef4-42a4-9adf-a800441d8502,,,FLUID,,,,,,Fluid recorded during a dialysis session.,,,Question,Text,,
b8734463-8a64-4e43-abc9-c8617c6f0b42,,,FLUID BALANCE,,,,,,Fluid balance recorded during a dialysis session.,,,Question,Numeric,,
c1befdd0-7821-46e4-b178-9366a9508765,,,FLUX TYPE,,,,,,Flux Type recorded during a dialysis session.,,,Question,Coded,02485c94-503c-4b96-95ac-72b28eb75e18;64cc59f5-71fd-4eba-aacf-1d0f2dbf7861,
02485c94-503c-4b96-95ac-72b28eb75e18,,,HIGH FLUX MEMBRANE,,,,,,High flux membrane recorded during a dialysis session.,,,Misc,N/A,,
7b00ddbe-f159-4892-8745-bb67b0c07975,,,HIGH-PERFORMANCE,,,,,,High-performance recorded during a dialysis session.,,,Misc,N/A,,
7a2aeb44-09d4-4a92-836c-62466e4d30db,,,INTERVENTION,,,,,,Intervention recorded during a dialysis session.,,,Question,Text,,
86338cc6-da1b-451b-a1f6-6e6d37bbe383,,,LAB RESULTS,,,,,,Lab results recorded during a dialysis session.,,,Question,Text,,
4147ebd2-0135-48fe-8407-d36337f5373b,,,LEAKS DETECTED,,,,,,Leaks detected recorded during a dialysis session.,,,Misc,N/A,,
64cc59f5-71fd-4eba-aacf-1d0f2dbf7861,,,LOW-FLUX MEMBRANE,,,,,,Low-flux membrane recorded during a dialysis session.,,,Misc,N/A,,
ade394a7-402f-48ff-8f8d-0e6b818ba9a3,,,MACHINE CHECK DATE AND TIME,,,,,,Machine check date and time recorded during a dialysis session.,,,Question,Datetime,,
4eca8666-3b07-48ba-a9a2-7416e2426efb,,,MEDICATION PRESCRIBED,,,,,,Medication prescribed recorded during a dialysis session.,,,Question,Text,,
fe901d83-a2d1-4845-b5ca-0b0810b76c1b,,,MEMBRANE TYPE,,,,,,Membrane Type recorded during a dialysis session.,,,Question,Coded,70abb1c2-2266-4736-b029-a311dba39cbb;782cdf23-b58b-429c-9a08-952ee8dc7825;02916fd5-4d5f-4081-a328-2799158e9894,
750ab08d-d120-43cf-8d0d-a14910dc4807,,,NO LEAKS DETECTED,,,,,,No leaks detected recorded during a dialysis session.,,,Misc,N/A,,
d44492fd-1b0f-4ec1-9ac8-0e1eb2ebe10b,,,NURSING DIAGNOSIS,,,,,,Nursing Diagnosis recorded during a dialysis session.,,,Question,Text,,
02916fd5-4d5f-4081-a328-2799158e9894,,,OTHERS,,,,,,Others recorded during a dialysis session.,,,Misc,N/A,,
379c538a-6060-4693-b54b-3c612fcac96b,,,POOR,,,,,,Poor recorded during a dialysis session.,,,Misc,N/A,,
4a03abf0-d111-48ba-965a-5f62cbd1fdc9,,,POST DIALYSIS REMARKS,,,,,,Post dialysis Remarks recorded during a dialysis session.,,,Question,Text,,
f7572a5a-5e88-40ec-8bff-91d967f488f0,,,POTASSIUM CONCENTRATION K+ BATH,,,,,,Potassium concentration (K+ Bath) recorded during a dialysis session.,,,Question,Numeric,,mEq/L
1111fedc-77e3-4220-994f-3267b0651446,,,REMARKS,,,,,,Remarks recorded during a dialysis session.,,,Question,Text,,
d7f01f09-1e8b-4129-bdf6-dbae6e9aa69c,,,SPECIFY OTHER DIALYSIS SOLUTION,,,,,,Specify other dialysis solution recorded during a dialysis session.,,,Question,Text,,
981ff3f7-cfdc-42fe-97cb-e98dca8b3827,,,SPECIFY OTHER MEMBRANE TYPE,,,,,,Specify other membrane type recorded during a dialysis session.,,,Question,Text,,
53ae87fd-c697-4a62-a93e-cfddd9f1b0db,,,STANDARD,,,,,,Standard recorded during a dialysis session.,,,Misc,N/A,,
782cdf23-b58b-429c-9a08-952ee8dc7825,,,SYNTHETIC,,,,,,Synthetic recorded during a dialysis session.,,,Misc,N/A,,
9de84592-716e-4b3b-8f29-e14d8ceba964,,,TOTAL UF VOLUME,,,,,,Total UF Volume recorded during a dialysis session.,,,Question,Numeric,,
b82c6ff6-6009-4194-bfab-95d6922ac51c,,,TRANSMEMBRANE PRESSURE TMP,,,,,,Transmembrane pressure (TMP) recorded during a dialysis session.,,,Question,Numeric,,mmHg
ba03004f-6cbd-4325-a313-c949bd352205,,,UF ULTRAFILTRATION RATE,,,,,,UF (ultrafiltration) rate recorded during a dialysis session.,,,Question,Numeric,,
ee950b31-7f1f-49fd-914a-b297d89144b9,,,UF ULTRAFILTRATION VOLUME,,,,,,UF (ultrafiltration) volume recorded during a dialysis session.,,,Question,Numeric,,
c821dbc9-d4ad-4b49-afe2-ba8df0472095,,,VENOUS PRESSURE,,,,,,Venous pressure recorded during a dialysis session.,,,Question,Numeric,,mmHg
86f4e2e2-c2e8-4d0b-9ed7-34900d55ae09,,,DIALYSIS SESSION NUMBER,,,,,,Sequential number of the patient's dialysis session.,,,Question,Numeric,,
4142ea1d-aa4e-42e7-9dca-28f9f5408a52,,,PRE-DIALYSIS SYSTOLIC BLOOD PRESSURE,,,,,,Systolic blood pressure measured before a haemodialysis session.,,,Question,Numeric,,mmHg
513f9b55-5809-4ce3-a253-df384373ad47,,,PRE-DIALYSIS DIASTOLIC BLOOD PRESSURE,,,,,,Diastolic blood pressure measured before a haemodialysis session.,,,Question,Numeric,,mmHg
36c0253a-ec3f-4ed4-8f09-af531803f083,,,DIALYSATE TEMPERATURE,,,,,,Temperature of the dialysate fluid used during a haemodialysis session.,,,Question,Numeric,,Â°C
fcc32072-a3cd-492d-b3d6-bac08dbd086b,,,HEMODIALYSIS,,,,,,A renal replacement therapy in which the patient’s blood is circulated through a dialysis machine to remove waste products and excess fluid before being returned to the body.,,,Procedure order,N/A,,
c9795629-501f-4c4e-971f-ca4692fe2db0,,,HEPARIN DOSE ADMINISTERED,,,,,,The total dose of heparin administered to the patient during the haemodialysis session to prevent clotting in the extracorporeal circuit.,,,Question,Numeric,,International Units (IU)
